id,title,identifier,score_all,name
1035,Associate Data Scientist,15-1111.00,0.872069080966737,Computer and Information Research Scientists
1036,Data Analyst,15-1199.08,0.8640436872250741,Business Intelligence Analysts
1037,Data Analyst,15-1199.07,0.8169677439655157,Data Warehousing Specialists
1038,Applied Scientist,15-1111.00,0.8333574689822162,Computer and Information Research Scientists
1039,Associate Scientist,19-1029.01,0.8235793803183528,Bioinformatics Scientists
1040,Data Analyst,15-1199.07,0.806593008120335,Data Warehousing Specialists
1041,Data Analyst (Contract),13-2099.01,0.8554606326983442,Financial Quantitative Analysts
1042,Research Scientist,15-1111.00,0.8466907302734605,Computer and Information Research Scientists
1043,eCommerce Data Science Intern,15-1111.00,0.8721220970880013,Computer and Information Research Scientists
1044,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
1045,Machine Learning Engineer,15-1133.00,0.7383466564844712,"Software Developers, Systems Software"
1046,"Data Engineer, Omnia AI",15-1133.00,0.7450536720134315,"Software Developers, Systems Software"
